sim_beta_c_c,sim_beta_e_c,sim_beta_c_e,sim_beta_e_e,sim_alpha_choice,sim_alpha_cf,sim_q_init,fit_beta_c_c,fit_beta_e_c,fit_beta_c_e,fit_beta_e_e,fit_alpha_choice,fit_alpha_cf,fit_q_init
-2.1424,-1.2619,-2.2615,0.0015667,1.37,-0.19325,-3.2323,-1.0958,-1.7846,-1.055,-0.2553,2.0618,-2.4221,-1.9472
0.17068,-0.66559,1.0551,0.1484,-5.5555,1.0514,1.1782,0.47075,-1.721,1.175,0.63939,-4.1002,0.40684,0.46309
0.23567,-0.68025,0.99722,0.78079,-6.0486,-0.44773,-4.6153,-0.014261,-1.8496,0.33116,0.52298,-1.4933,0.22886,-2.1485
2.0633,0.93743,-1.6651,-2.7239,-6.2733,2.0988,-3.4455,2.1242,1.2153,-0.85074,-1.7687,-3.119,1.6881,-3.0878
-2.6326,-1.856,2.6487,-0.86658,-6.202,1.5254,-2.2589,-0.88845,-1.6099,2.5193,-0.86678,-4.0316,1.1466,-2.9095
1.0113,0.46621,-2.0749,-0.22203,-4.4258,-1.509,3.0444,0.92351,0.79401,-1.9634,-0.20672,-2.3967,-1.97,0.61915
-0.54314,0.25121,2.3975,-0.53984,0.016525,1.6399,3.0995,-0.76104,0.34574,2.7683,-0.40351,-0.55552,1.5419,0.65196
-2.3603,2.241,1.1061,1.5613,-1.5694,1.9906,0.73863,-0.8418,2.2501,1.1348,1.6527,-1.915,1.4553,0.98075
1.3833,-0.86946,-1.5886,-2.55,1.0806,-0.28277,3.7592,1.2951,-0.42215,-3.0316,-2.5946,1.9723,-0.60556,1.0742
0.39517,-1.3317,-0.35831,1.5218,-5.6349,-1.7606,2.1338,-1.3731,0.39541,0.37232,0.91387,-2.6422,-1.5325,1.068
1.4351,-1.47,0.073786,-0.29502,-1.8473,0.82699,-3.5103,1.3559,-0.56363,-0.23681,-0.17883,-2.4906,1.1467,-1.4023
0.97308,2.1796,-1.6051,-0.13852,-4.1401,-1.6117,-5.1466,1.2125,2.2324,-1.2872,-1.7356,-1.4907,-4.0886,2.3946
-0.34714,1.3144,-1.5035,-0.16578,-3.7364,-0.35312,0.12005,-1.4038,1.5101,-1.2835,-0.3017,-2.0526,-0.63874,0.079934
-2.376,1.8131,-0.12868,-2.7119,-3.3713,1.8637,-1.5553,-1.5801,1.686,-0.79361,-2.519,-3.5231,2.0704,-1.8954
-0.74342,0.47683,-0.79941,-2.6306,0.67287,-1.0952,1.2355,-1.9036,0.51512,-1.1754,-0.60567,2.2737,-0.35886,0.11288
-2.594,0.95281,0.34871,-2.2165,-1.8533,1.9677,-1.1927,-0.22028,0.66183,0.1207,-2.1313,-2.9459,1.8093,-2.386
-1.8812,2.2762,-0.74076,0.29474,-1.476,1.0306,-2.753,-2.1891,2.4691,-1.0846,0.094862,-2.0428,1.5431,-1.3299
-0.82092,-0.17736,0.17859,0.22207,-3.3489,1.5445,2.2558,0.18089,-1.2384,-0.05589,0.33691,-2.7414,1.0195,1.9727
-0.66235,2.0194,-1.4378,-1.3429,-3.1847,-0.9051,-3.1193,-0.72385,1.4889,-2.0285,-1.0127,-1.7338,-0.1931,-1.6728
-0.96118,-0.5031,-1.2442,-2.6102,-4.5851,1.5472,2.5367,-0.25981,-0.65525,-0.71821,-2.4739,-2.4567,2.6754,1.1197
-2.2932,-1.2649,-0.83746,-0.81785,0.71284,-1.9007,2.302,-2.0548,-1.6666,-0.38786,-2.624,-0.37096,0.32545,-0.13076
1.3698,2.2682,1.8927,-1.5647,-3.3132,-0.31154,2.3481,0.99481,2.0932,1.6384,-0.41525,-3.0541,0.15573,2.6607
0.2593,0.72134,-0.59896,-0.22537,-2.8462,1.2376,0.29766,0.037618,0.65585,-1.3826,-0.37309,-2.3672,1.3345,0.90904
-1.5015,1.4373,1.9082,1.07,-6.5419,1.7261,1.4299,-0.38148,1.2264,1.6132,1.183,-3.4629,2.3199,1.5729
2.3099,1.1934,-0.65611,0.35376,-4.8336,0.083856,1.5517,2.397,1.3197,-1.5722,0.45711,-2.9864,0.64693,1.7419
1.476,-0.52575,1.1054,-0.74354,-4.9391,-0.85158,-5.2468,1.1765,-1.0657,0.6918,-2.5931,0.0291,-3.062,1.529
0.80093,-1.7452,-1.1162,2.2624,-3.1164,1.7945,-5.2284,0.79254,-2.5001,-0.84619,2.3926,-3.5608,1.3901,-3.2063
0.81235,-1.8523,-1.4148,1.5878,-0.49799,2.0904,-0.5108,0.90667,-0.88137,-0.60713,1.6972,-0.54532,1.5784,-0.69697
-2.2222,-1.4037,2.0897,-1.6512,-2.8099,-1.4619,0.98341,-2.1581,-2.0462,2.0054,-1.2681,-1.2446,-2.3442,-1.888
2.6391,-1.9943,0.1307,-2.7156,-3.4552,0.8531,-5.1382,2.141,-1.23,0.012901,-2.11,0.66593,-3.212,1.4517
-0.83535,-0.79035,-0.30091,-1.5627,0.76012,-1.1545,-2.3059,-0.020663,-0.84479,0.42046,-1.2931,-0.50613,-0.73671,0.077495
1.9999,-1.5929,-1.4449,1.4,-1.369,2.1398,-5.3114,2.5866,-0.60911,-1.4253,1.6904,-1.8209,1.8904,-2.9461
2.2033,1.4592,-2.0549,-0.5987,-6.4081,1.8774,1.3925,1.8993,1.6106,-2.636,-0.78669,-3.8196,1.45,2.4568
0.20651,2.0638,-0.95221,-0.26289,-3.1234,1.0156,1.0317,0.55304,2.2822,-1.9173,-0.43295,-3.5437,1.2481,1.773
-1.2838,1.437,0.95549,0.089578,-5.5824,-1.0321,-2.6718,-2.2677,1.5298,1.1,-0.47932,-3.1333,-0.8941,-2.4837
1.3739,1.8437,-2.2484,-2.7401,-1.0378,1.1187,-4.7159,1.1039,1.8635,-2.5005,-1.3397,-0.82645,1.2392,-2.2578
0.86234,0.87633,2.6437,1.7421,0.57231,-1.2762,-1.4114,0.62731,1.3837,2.7736,1.6437,0.80396,-1.612,-1.4021
-1.4513,1.6482,1.1864,-0.14123,0.67725,-0.48756,-5.1545,-1.2383,1.675,1.1212,0.39737,1.0216,-1.0235,-1.6986
-0.4425,-0.7267,1.7205,-2.037,-3.0381,-1.4864,-4.7287,-1.1904,-1.9645,1.1288,-1.2262,-2.039,-0.50529,-1.1693
1.4742,0.28943,-0.65512,2.0468,-4.0483,1.9107,2.5282,1.6556,0.1098,0.53986,2.2739,-3.4631,1.1369,2.599
-1.6692,0.73275,-1.7972,-1.2578,1.3222,-1.305,-4.9789,-1.253,0.92591,-2.0409,-0.41193,1.696,-0.17239,0.88902
-1.6895,-0.53801,1.5375,-2.7119,-4.2163,-1.748,-3.593,-2.4406,-1.1176,1.172,-1.9686,-0.63775,-4.2854,0.21303
-0.63726,0.1855,1.6085,2.0686,-1.897,-0.36139,-1.5121,-0.465,-0.57029,1.5041,1.8159,-1.7969,-0.12755,-0.86478
0.71394,-2.2225,-0.29586,-1.6906,-3.1319,2.0862,2.7355,0.53006,-0.21044,-0.13542,-2.5822,-3.1706,0.94235,1.9666
1.8207,0.24165,1.9667,1.5406,-5.6375,1.7239,4.1561,1.8044,-0.34743,1.9501,1.7914,-3.2851,1.7818,3.813
1.1534,1.3592,1.4049,-2.1758,-4.1207,-0.20395,3.5844,1.2645,1.3056,1.0408,-1.3989,-2.8457,0.11541,2.6847
1.8808,0.76127,-0.82012,-0.13222,-2.1456,1.8266,2.4528,2.0043,0.98549,-0.7002,-0.32283,-2.5946,1.7998,2.6193
2.2652,-0.30208,1.227,-0.81881,-5.5894,1.1329,0.71038,2.5158,0.9874,1.2809,-0.92865,-4.195,1.7729,0.47142
-1.265,-1.8881,1.5331,-2.3223,1.5014,-0.36718,-2.8709,-0.47286,-1.6118,1.7812,-2.588,0.28484,0.17427,0.20046
1.5845,1.8052,2.2235,-0.55699,-4.5857,-0.72248,-1.4227,1.5991,1.9869,2.4808,-0.17995,-4.4402,-0.83548,-1.8557
0.85794,0.16809,0.63951,-0.40642,-3.3456,1.6857,0.82992,0.88633,0.21836,0.58323,-0.79849,-2.3668,1.6271,1.1266
-2.2116,-0.10582,1.397,1.8077,-3.007,1.4018,-3.5127,-1.1339,-0.34126,1.4357,1.7929,-2.581,1.8803,-2.7385
1.2179,0.61493,-1.7936,-0.32813,-5.2643,1.386,0.95282,1.2974,0.41335,-2.5579,-0.36798,1.3337,-3.6381,-2.3861
-1.3426,1.3913,-1.2132,1.8828,-6.5352,1.4187,-3.117,-0.99049,1.6039,-0.14784,1.6475,-3.8989,1.2532,-2.9522
-0.61052,0.70332,1.3225,1.2489,-6.3113,0.59956,-2.1395,-0.5187,0.87367,1.5905,1.2363,-4.43,0.40444,-2.9907
2.6316,-0.38725,2.1885,0.1373,-5.8338,-1.0117,-3.8956,2.9641,-1.2946,2.5658,0.71114,-5.6137,-1.2756,-3.452
1.1928,1.8029,-0.50746,-1.0917,-2.5114,0.64006,-2.1842,0.5574,1.6498,-0.38176,-1.7569,-1.2343,1.2978,-0.82042
-0.4969,1.7556,-1.8581,-0.69099,-2.5497,0.64648,2.8037,-0.18192,2.1091,-0.63979,-0.74388,-1.9685,0.03355,1.5114
-0.8528,-0.59481,0.37909,-0.31996,-0.62545,0.50724,-3.9009,-0.93247,-1.3387,0.42346,-0.35308,1.0225,-1.0132,1.1185
-1.5257,0.50926,-0.32831,-1.7367,-2.0656,1.8225,-2.927,-0.95364,0.45394,-1.4907,-1.7692,-1.351,2.6572,-1.7382
1.5555,0.49996,2.1941,-2.3235,-5.8804,-0.20194,2.874,1.7118,0.41145,2.1858,-1.0416,-4.624,-0.47911,3.6113
1.3368,-0.85922,1.582,0.74862,-6.471,-1.0145,2.4738,1.2132,-0.073647,1.8905,1.2432,-4.0353,-1.2149,2.7568
1.1519,-0.54593,-0.30664,-2.5038,-0.71217,-1.7539,-5.0748,0.81291,0.64453,-0.10635,-1.6297,0.044762,-1.6014,-0.85904
-0.85363,1.7645,-1.0522,-0.65835,-1.5885,1.9607,-3.1081,-1.0047,1.6539,-1.2081,-0.36465,-1.0004,1.4219,-0.44356
2.1746,0.84104,1.1469,0.90224,-1.8198,-0.25112,2.5818,2.0659,0.047111,1.3481,0.98499,-1.5524,-0.46383,2.2875
0.89313,-1.9923,-0.02698,-2.1578,-5.5418,1.6395,3.0621,0.81795,-0.85325,-0.82219,-2.6752,-3.5173,1.1523,2.8972
-1.7881,1.7137,-2.013,0.091454,-4.7716,-1.4705,0.062948,-2.1461,0.88639,-1.2755,-0.92043,-1.8567,0.052994,-0.90855
0.12174,-0.4437,-0.93693,-1.8984,-4.2641,1.9034,3.1499,0.048796,-0.18935,-0.79586,-1.3824,-2.6258,2.0805,1.9596
1.1119,-0.16097,2.3078,0.27773,-5.7659,1.1456,-2.0555,1.6735,-1.0827,1.8772,0.31226,-3.943,1.7237,-1.2669
-2.3979,1.1478,2.0342,-0.82587,-2.98,1.1152,-3.6016,-0.58401,0.81001,1.8406,-0.263,-2.9073,1.3263,-1.5916
-2.3977,1.5079,2.1373,1.206,-1.0942,1.5768,-4.6447,-0.85678,1.7055,2.2053,0.92453,-1.381,1.2754,-0.69809
-1.0546,2.0287,-0.65418,-1.4825,-5.8694,1.5541,-4.6342,-1.2363,2.1392,-0.072926,-0.49877,-3.1599,1.6047,-3.6175
1.3154,-0.59845,0.51013,-0.46628,-3.7805,1.0562,-1.0916,1.1862,-1.5085,0.73033,-0.18749,-3.2935,1.3777,-1.1772
-2.542,1.5475,-1.4028,1.522,1.4765,-0.83696,0.88427,-0.89339,1.4822,-0.47197,1.594,2.1126,-1.3169,1.5946
2.4522,0.060462,1.4839,-0.046993,-3.7438,-0.116,3.3649,3.4121,-0.75895,1.3743,0.15169,-4.5627,-0.21313,3.621
1.9387,-0.9768,-1.0835,1.2789,-4.2765,-0.45068,1.0879,1.9527,-0.51226,-1.0547,1.082,-3.3963,-0.25504,0.89507
1.6367,-0.46993,2.0062,0.46427,0.0036991,1.1791,-4.5549,1.7841,-0.496,2.2141,0.78059,-0.46744,1.7532,-2.4887
1.6011,0.9672,-1.9383,2.0126,-5.4289,-1.1799,4.0081,1.9342,0.50129,-0.43866,2.1812,-4.2435,-1.3346,3.2337
-2.3513,-0.19854,-1.8607,-2.416,-5.176,-0.64579,2.8933,-2.1726,-1.1028,-1.0204,-1.0237,-1.0334,-1.7152,-0.1386
1.5998,0.1395,0.52032,-2.1312,-4.5204,-1.6115,-0.36465,1.3021,-0.73857,-0.0076313,-1.7843,-0.98419,-2.3049,0.85282
1.4154,-0.80984,0.5866,2.0196,-6.3508,0.29266,-3.9653,1.4727,-1.2314,0.84988,2.1859,-4.1288,-0.23809,-2.7926
1.388,-1.8876,-1.4556,-1.8823,-6.5285,-0.76525,4.0092,1.2368,-0.58179,-1.3088,-0.6402,-2.6828,-1.172,1.759
-2.4224,1.8519,1.5446,-0.21498,-4.3252,0.45448,0.91569,-0.8343,1.7441,1.8116,-0.07111,-3.8887,0.42495,1.2425
1.2012,-1.7392,1.7301,0.47673,-4.2113,1.9955,0.91525,1.2325,-1.997,2.3437,0.67588,-4.0159,2.5691,1.2721
-2.062,-1.5342,-0.85384,0.026822,-4.0933,1.582,3.2743,-2.4844,-1.8109,-1.1079,0.14203,-3.0061,1.9938,2.0338
0.73684,1.5764,-1.01,0.060868,0.49336,-0.9553,-4.4685,0.95206,1.5844,-0.3477,0.13065,1.0965,-1.4718,-1.6767
-0.26176,-0.7363,-1.0877,0.2897,-2.8433,1.8438,-2.382,-0.16202,-0.73544,-0.50137,0.43789,-2.7839,0.86129,-1.9589
-1.7206,-0.43997,-0.81343,1.5459,-5.9671,-0.5816,1.9668,-1.6932,-0.25588,-1.6308,1.4629,-3.7312,-0.25379,1.6635
0.087106,1.6262,2.1687,0.60014,-5.8228,-1.7021,-3.0035,-1.5383,0.44478,1.0451,0.095525,-0.20597,-2.9491,2.6788
2.5189,-1.3672,1.7556,-1.9338,-2.5929,-0.58783,-0.29797,2.8752,0.27378,1.4308,-1.1442,-2.3595,-0.63042,-0.31247
-1.4355,-2.0377,-0.91987,1.8747,0.96484,-0.80788,-0.77764,-1.0417,-1.917,-0.40199,2.3236,-0.21781,0.83887,0.19429
-2.3239,-1.1778,-1.1395,1.2149,0.17556,2.0166,-3.7755,-1.5051,-0.89412,-0.91721,1.1189,0.03708,1.0145,-1.7396
-1.3634,-1.7958,-0.13439,1.2913,-4.2737,-1.8473,3.8823,-1.7798,-1.6198,0.79992,0.92831,-4.0257,-1.4145,2.5319
-0.92444,0.94905,-1.2551,-2.6483,-6.1809,-1.5498,-3.0834,-1.3747,-0.9507,-1.7523,-2.1919,-2.5822,0.83881,-0.91144
-1.073,0.32104,-1.8638,-0.24409,-4.8969,0.57992,-1.404,-0.063286,0.45919,-0.50228,-0.20062,-3.1303,0.30249,-0.99863
0.46062,-1.2514,-0.80586,1.3847,-1.5333,-0.37493,3.0084,0.26829,-0.18668,-0.67579,1.3866,-0.8583,-0.24414,1.1671
-1.2973,-0.53139,1.081,0.76884,-3.2542,-0.48107,1.9701,-0.93625,-0.23959,1.431,0.68097,-3.9917,-0.84724,2.6414
1.7855,0.90928,-1.871,2.2211,-4.9707,1.7834,2.5719,2.052,0.78493,-1.7096,2.0496,-4.2678,1.6327,2.8317
-1.5853,2.0317,-1.5441,0.63686,0.53729,2.0739,-0.42921,-1.3079,2.2504,-1.1385,0.37692,0.94878,2.2888,0.054876
-2.4775,0.66429,1.6708,-0.3235,-5.3496,-0.16007,1.6414,-1.1283,0.37026,1.7272,-0.094841,-4.2377,0.072994,2.2441
-0.41067,-0.11951,1.3776,-1.3578,-5.0939,-0.75828,2.2031,-0.55879,-0.92276,1.4678,-1.092,-0.55361,-3.1247,-2.6251
0.37396,-0.5428,-1.4428,-2.6857,-6.4168,1.8357,3.7971,0.29137,-0.40397,-0.92833,-2.1668,-1.6189,2.5114,2.6987
-1.9752,2.2146,0.48554,-2.4319,-4.5888,2.1256,-0.99101,-1.9138,2.4985,0.72066,-1.065,-2.4891,1.7392,-2.06
-1.4181,1.1778,1.9248,0.1532,-3.0399,-1.7148,-1.3577,-1.4891,0.64608,1.2798,0.32122,-0.68893,-2.255,0.18126
1.4718,1.1792,1.5677,-2.5548,1.1106,-0.76013,-5.3717,2.0399,1.2372,1.7133,-1.0619,1.2313,-1.29,-1.3603
1.6522,0.68503,2.4338,-0.96322,0.98144,-1.1062,0.6714,1.6322,0.48803,2.2919,-1.7187,1.1821,-0.80884,0.70967
1.3821,0.011215,0.9758,1.6268,1.3208,-1.7984,-1.7651,1.486,0.22504,1.0681,1.8402,1.1611,-2.3977,-1.1791
2.346,0.44368,0.60656,0.57945,0.43945,-1.799,-1.7866,3.1645,-1.0182,0.3566,0.33302,0.99184,-2.4688,-1.5831
-1.4977,-0.5324,-1.8715,1.8121,1.5645,0.19773,-3.0082,-2.0232,-0.25349,0.2214,1.7058,2.4017,0.84294,-0.61194
-2.258,-1.2372,1.7614,-0.83633,-6.0148,-1.1267,-2.245,-2.199,-1.3504,1.7411,-1.5025,-3.4624,-1.0111,-2.1938
2.0174,-1.3655,-0.52859,0.64106,-5.1666,0.18169,-4.01,1.9241,-2.0072,0.16312,0.5511,-3.8717,0.4544,-2.96
0.42919,1.3752,-1.916,1.5941,-3.7768,-1.3608,-2.3784,0.75981,1.2912,0.049614,1.7341,-3.6851,-1.6421,-2.0799
1.478,-2.1327,1.4439,-2.0503,-4.8454,1.3034,-1.6795,1.6911,-0.91409,1.3524,-2.4746,-3.8911,1.7483,-1.2223
-0.36875,0.11781,-1.5284,-2.6461,-6.569,0.85691,-3.1098,-0.10766,-0.12431,-0.10351,-1.6005,-2.4071,0.56672,-2.1026
2.6953,1.1866,1.8609,0.76466,-3.9253,0.74758,-0.63557,3.4434,1.1344,2.0343,0.95945,-3.3703,0.90806,-0.03946
0.26725,-1.2193,1.4097,-1.1597,-3.5611,0.11364,-1.1104,0.38514,-0.39592,1.2322,-1.2568,-4.0951,0.065711,-0.27747
1.3282,1.3293,-2.1351,-2.2833,-5.2254,-0.81572,-0.18367,1.1577,1.3443,-0.92339,-2.6203,-1.5304,-1.277,-0.45347
1.9147,-1.3666,0.0098684,-1.3596,-2.5685,1.8907,3.6735,1.9211,-0.3611,0.094668,-0.86725,-1.7013,1.4064,1.8105
-2.5379,-0.088528,-0.28669,-1.7465,-1.1369,1.0987,2.6722,-1.7998,0.36405,-0.12389,-2.0789,-1.1261,1.6072,0.3108
0.31809,-0.59407,-0.64021,-2.6823,-2.2069,1.7906,0.63105,-0.096375,0.059247,-1.2347,-1.9155,-0.44604,2.7839,1.1639
-2.3733,1.8362,-2.1333,-0.21268,-4.0202,-1.3897,-2.8799,-1.7671,1.6805,-2.1577,-0.35265,-4.0575,-1.203,-2.6222
1.0433,1.9885,-0.75471,-0.20287,0.63115,2.181,-4.9848,1.3037,2.1927,-0.99316,-0.24111,2.123,1.363,0.23562
0.1625,-0.72434,1.9661,-0.96549,-6.1431,-0.32366,-2.7365,0.30744,-0.7355,1.9293,0.45715,-2.8207,-0.61715,-1.4934
-1.5229,-1.8472,0.79481,1.7298,-3.2744,-1.9755,0.0037138,-1.8733,-1.0885,-0.52142,0.68185,-0.47793,-0.96328,0.62515
-1.1075,1.5728,-0.45347,-1.5829,0.4284,-1.23,2.1379,-0.50324,1.445,-0.37283,-1.7059,2.3633,-1.8272,0.6918
2.5391,0.48645,-2.3647,-1.8737,-6.123,-1.2585,-5.1348,2.1799,0.19235,-1.5229,-0.74351,-4.2973,-0.93313,-3.0199
2.3615,1.0817,0.30767,-0.066583,-3.5608,0.57224,1.8391,3.807,-0.11213,0.58277,-0.24492,-4.7909,-0.023775,2.7186
-0.29558,-1.9844,-0.51079,0.82247,-2.8669,-0.4288,2.5978,-0.40203,-1.2162,-0.10819,1.3434,-2.4459,-1.3868,-0.16491
-0.052416,-2.1838,-1.756,0.63698,-4.2873,-0.060298,2.4731,-0.51229,-0.54786,-1.4931,0.92656,-3.9291,-0.61694,2.7471
1.1172,-2.0378,-1.7015,-1.0372,-5.7701,0.69106,3.1936,1.3621,-1.1913,-1.2145,-1.3629,-2.9827,1.1101,-0.089197
0.42095,0.15484,-1.4832,1.3435,0.90403,-1.1777,0.67892,0.41748,0.32562,-1.4255,1.3783,0.9881,-1.1199,0.71254
-1.361,0.049257,-1.8394,-2.2182,-2.6713,0.32712,-0.57333,-0.48122,-0.78575,-1.7587,-2.1042,0.83757,0.11646,0.74239
2.7836,-1.0042,0.17152,-1.8902,0.3426,2.206,-2.6819,4.5731,-1.2665,0.41439,-0.55748,-1.9734,2.3344,1.0627
1.5887,1.4169,-0.60832,-1.5215,-4.9486,1.1029,-1.8633,1.5852,1.2175,-1.6851,-0.61995,-3.713,0.62429,-2.2896
1.9871,0.90118,2.578,-0.052816,-6.1493,-0.2591,1.1999,2.0657,-0.61587,2.7683,0.71444,-5.5925,-0.554,1.4794
-1.9608,-0.70938,-0.57553,-0.36502,-6.1167,1.3118,-4.3263,-1.6282,-0.71074,-0.058449,0.060948,-2.5445,1.661,-1.3747
-1.7538,-1.9381,2.4554,-2.6176,-2.7201,1.4272,1.6575,-1.8051,-1.3639,2.3697,-0.097621,-2.2704,0.64132,1.3856
2.7012,1.8565,-0.92892,0.26362,-5.5299,0.50419,1.2967,2.3468,2.1268,-1.0009,-0.19344,-3.1823,0.62492,1.3992
2.3447,-1.7602,2.6093,-2.7713,-3.0173,1.2031,1.4105,2.2195,-1.5591,2.5052,-0.24355,-2.776,1.0566,1.7176
-1.6301,-0.76855,1.0052,0.057808,-0.88858,0.8938,-5.3027,-1.9224,-1.6048,0.8858,-1.7685,-0.78619,0.86729,-1.175
0.78082,-0.46406,0.50532,1.8329,0.15204,-1.5817,-4.5665,0.7989,-1.3852,1.0675,2.0992,0.25883,-2.2029,-3.0133
2.3682,-1.3097,-0.31067,-1.5426,-1.9602,-0.64416,-0.32121,2.4486,0.88999,-0.024791,-1.3842,-0.65334,-1.4714,-0.67501
2.1382,-0.15363,-2.073,-2.0559,-2.18,0.44296,3.1113,2.1031,0.27984,-1.2597,-1.0425,-1.9397,0.17754,1.9294
1.5322,-1.673,1.1031,0.029836,-0.51026,1.1324,-0.023693,1.5681,-1.1017,1.0124,0.43249,-0.4333,1.4477,0.95352
0.27954,-0.90599,-2.3529,-1.7276,-2.7605,-1.3487,-3.6913,-0.36915,-0.18686,-1.2662,-1.087,-0.34091,-3.3357,2.7877
2.7107,1.4721,1.5721,0.91443,-2.5766,0.30943,-2.9633,2.9019,1.0777,1.7315,0.92379,-2.5003,0.16505,-2.9933
2.0206,-0.43714,-1.8015,0.078289,-4.3397,-0.49132,3.4076,2.4123,0.62144,-1.9681,0.18699,-3.6632,-0.39924,2.8658
0.73436,0.43781,-0.57687,-2.2747,-5.5509,-0.76198,2.9718,0.54785,0.56655,-1.1526,-0.92613,-3.5187,-1.1562,2.141
-1.4685,-0.95835,-0.98603,-0.57676,-0.5619,1.3997,-3.4703,-0.97453,-0.28798,-1.4689,0.66755,-1.7112,-2.1415,0.21892
-1.4684,0.29143,1.5736,1.6523,-1.3092,1.9925,2.4832,-1.9416,0.50269,1.4493,1.6061,-1.2251,1.7991,1.1426
-1.1812,-0.47045,-1.2848,0.21306,1.0395,-1.8122,1.0127,-2.2102,-0.13691,-1.2638,0.047751,1.3267,-0.51296,-0.19075
0.61971,2.2363,-1.8755,0.7235,-1.4097,0.090465,-2.9496,0.42667,2.8222,-1.2027,0.59959,-1.502,0.55377,-0.89331
-1.2697,-0.28801,-1.9519,-2.8173,0.6494,-0.57943,-3.0315,0.36095,-1.6738,-1.7576,-0.043757,-1.884,-3.1628,0.09458
1.8476,-0.38469,2.1833,-2.3941,-3.6845,-1.4113,2.4556,1.8197,-0.67109,2.143,-0.15469,-3.6236,-0.9058,1.2397
-1.4601,1.4729,2.6632,-0.36228,-5.4151,0.057724,-1.9025,-0.97983,1.2981,3.0485,-0.016045,-4.1954,-0.0069557,-2.1872
2.5219,-1.4849,-0.9861,-1.9889,-5.5539,-1.503,3.6807,2.2005,0.012617,-1.4543,-1.8128,-3.6638,-0.94042,1.9398
0.25224,-0.73944,0.29279,1.3375,-5.2355,2.0823,1.0681,0.49465,-0.77295,0.40202,1.42,-3.3589,1.7005,1.8427
1.3889,-0.65338,-1.7276,1.1034,-2.2286,0.056298,4.1387,1.359,-0.61052,-1.9788,1.1586,-1.8028,0.25669,2.1965
-2.5938,-0.53205,-1.4874,0.15129,-0.68815,0.81064,-3.1154,-1.8665,-2.3567,-1.5784,-0.18155,0.81731,0.9114,0.0053624
-2.1155,-1.5648,-1.1107,1.3453,-5.2393,1.8029,-1.6593,-1.9005,-1.2181,-0.64298,1.1544,-3.5209,2.208,-1.4972
0.88044,1.8115,-2.3706,1.0038,-6.1332,1.1343,0.8307,0.92285,1.65,-1.2908,1.0036,-4.2543,0.7987,0.84016
1.5379,1.699,0.016499,1.0405,-6.1374,0.47163,1.983,1.5764,1.5517,-0.21259,1.2216,-3.8799,-0.14767,2.2987
-0.46855,0.49116,0.53018,-1.2037,-6.3994,1.8751,-0.35883,-0.17328,0.64324,0.65965,-1.1569,-3.2732,1.2897,0.25309
1.4824,1.5071,2.0341,0.91803,1.5841,-0.90591,-0.79222,1.5529,1.6522,1.91,0.71968,1.3432,-0.61607,-0.55668
-0.60436,-1.5806,1.551,-1.693,-2.5227,1.1077,2.8578,-0.34018,-2.0614,1.6088,-2.2025,-2.4203,0.23807,2.2487
2.5045,1.3332,-0.46375,-2.321,-6.0627,0.012546,3.2786,3.4877,-0.13593,-0.59968,-1.6175,-4.1949,-1.162,2.7633
2.4719,-1.7992,-1.7961,-0.10188,1.3948,0.061185,0.516,3.6265,-1.3271,-0.34386,-0.77003,3.6719,-2.5508,-1.9322
-1.8598,0.69108,1.9046,1.324,-1.5839,-0.050341,-3.7862,-0.60763,0.64134,1.911,1.2027,-1.8106,-0.19987,-1.2464
-2.5544,-1.3063,0.82576,-0.48011,-6.3335,0.34862,2.1845,-2.4151,-2.0782,0.73784,-0.20504,-3.5719,-0.47051,-0.084762
1.5871,0.88084,1.4024,-0.14406,-3.7088,-0.5747,-0.30959,1.8647,-0.47071,1.6725,-0.78524,-3.2841,-0.67567,-1.934
-0.71056,-0.5705,-0.20514,0.91661,-1.7793,0.86477,-4.3882,-0.51821,-0.78073,-1.4067,0.7688,-1.2634,1.5393,-2.6444
0.11234,-0.30825,-1.3889,0.8263,-5.8324,1.4755,1.0733,0.13202,-0.24616,-2.3884,0.69117,-2.1633,1.6384,-0.1404
0.36016,1.0583,-1.2029,-2.1608,-2.9549,0.36769,-1.9997,-0.0080302,1.3531,-1.6992,-1.7982,-4.2978,0.32452,-2.0133
1.0941,-1.1164,1.866,1.8735,-0.51034,1.6651,1.6187,0.98393,-1.4758,1.9143,1.9823,-0.61125,2.4585,2.5499
0.76697,-0.21527,0.22985,-2.1128,1.0571,-0.42185,3.0202,0.89286,-0.014726,0.28495,-2.3999,1.0684,-1.0702,0.1555
1.7779,-1.1888,1.9607,2.1732,1.2684,-1.7808,-2.7383,1.9883,-0.32287,1.813,2.0491,1.3786,-1.4458,-3.1149
2.7458,1.2552,-2.3561,-1.6074,-2.3734,1.2324,3.6337,1.9863,1.4994,-0.58151,-2.1191,0.9401,-2.8156,-1.9785
-1.4454,-2.2147,2.0634,-2.4169,-2.9779,-1.5538,-1.5884,-2.405,-1.6303,1.8769,-0.75628,-1.518,-3.1627,2.1988
-2.0876,1.1083,-0.85311,-1.9543,-4.3234,1.8206,0.37009,-1.6872,1.0308,-0.81019,-1.73,-1.5563,1.8901,-0.75118
1.3145,0.84306,-2.0273,0.2491,-5.2241,-1.0685,-0.77437,0.92039,-0.27117,-1.7329,-1.3648,-3.4185,-0.21315,-0.46134
