sim_beta_c_c,sim_beta_e_c,sim_beta_c_e,sim_beta_e_e,sim_alpha_choice,sim_alpha_cf,sim_q_init,fit_beta_c_c,fit_beta_e_c,fit_beta_c_e,fit_beta_e_e,fit_alpha_choice,fit_alpha_cf,fit_q_init
-0.87731,1.5691,-0.97607,-0.34708,-5.17,0.75378,3.5813,-1.1416,1.5415,0.036026,-0.36269,-4.3292,0.053689,2.8657
0.80891,-1.8856,-1.1609,1.2436,-4.9303,-1.2833,-3.2372,-0.18959,0.5453,-0.61807,0.85675,-0.69457,-3.3384,2.2856
0.20587,0.54318,2.0195,0.34739,-4.5906,2.1547,3.0696,0.47724,0.38971,2.1167,0.34899,-3.9808,2.3609,2.5749
1.6001,0.54007,0.85095,-1.4678,-2.7579,1.1451,-1.5283,1.6708,0.25452,0.69097,-2.0185,-2.7132,1.814,-2.7999
-1.4735,-2.2368,-1.3289,-1.6477,-6.1563,1.4093,-2.9903,-2.3965,-2.4166,-0.57675,-1.1832,-0.75365,-0.46755,0.01947
-0.13448,1.9364,-1.2203,-2.6819,-3.85,0.49849,3.5194,-0.26388,2.009,-0.41042,-1.7375,-3.246,0.46324,2.6608
1.1545,-1.4581,1.8401,-2.816,0.72293,-0.66587,-4.6047,1.245,-2.2946,1.8057,-0.24639,0.89439,-1.047,-1.6013
-2.6384,-1.4647,-1.2558,0.27203,-4.5089,-1.049,-2.5319,-1.5874,0.14993,0.097273,0.073286,-3.385,-1.3394,0.73351
-1.18,0.66229,0.12279,2.2266,-1.3218,1.5814,-5.3927,-1.8042,0.64592,0.88469,2.0018,-0.65165,1.2613,-1.0789
2.2771,1.388,-0.61383,-0.63719,-4.5831,-0.58841,-3.2899,1.896,0.56355,-1.1713,-1.1045,-3.4262,0.34541,-2.8658
0.96083,-0.090674,0.064881,-2.0898,-4.5712,-1.4606,1.6874,0.1867,0.59222,0.40472,-0.7709,-1.4049,-1.303,0.12503
-0.024451,2.0345,2.2169,-2.0904,-2.1299,0.1444,1.5522,0.099977,2.5479,2.0674,-2.2066,-1.9377,0.064492,2.452
-0.24006,-0.55092,1.4258,2.2602,-4.5884,-0.74404,3.8976,-1.255,-0.16946,1.6299,2.4049,-1.2712,-4.6992,-3.3261
1.9012,-0.87103,-1.2698,-1.3588,-3.8135,-1.1546,1.1455,1.7111,-0.34465,-1.6942,-0.85734,-4.382,-0.69418,2.8624
2.1192,-0.89628,1.6761,-1.7461,0.24273,-1.985,-4.8131,1.9125,0.78902,1.5856,-2.4457,0.43964,-2.1688,-1.8368
0.15717,0.59453,-0.27415,-1.3109,-2.5489,1.5996,-0.24042,0.24918,0.2397,-0.65241,-1.6007,-2.6022,2.1753,0.95189
-1.2847,0.22412,1.7526,-1.9808,0.78925,-0.68861,2.8789,-1.6342,0.45113,1.816,-2.2916,1.3953,-1.3732,-0.21992
1.4501,-0.49166,-0.1683,-0.23466,0.89356,-0.39186,-3.3423,1.3929,0.17281,0.14992,-0.39287,1.9006,-0.52769,0.16622
-0.81606,0.90854,1.3888,-0.76422,-1.2944,0.69701,0.48157,-0.1472,0.78269,1.6117,0.0038414,-1.2059,0.66895,0.48872
-0.069622,1.3143,1.0339,1.7562,-6.0056,1.5919,0.50913,0.090672,1.1351,0.74073,1.8765,-3.0206,2.8541,0.51421
-0.59984,1.4623,0.30704,-2.3798,-1.451,1.852,-2.4371,-0.23099,1.5063,0.3039,-0.84916,-1.616,1.8209,-2.0088
1.3543,-1.494,-1.9454,-0.29109,-4.8987,0.86504,-2.3059,1.1498,0.21777,-1.1065,-0.24759,-2.4156,1.1802,-0.62341
0.46797,-1.5597,-2.1924,0.099106,1.5336,-1.6412,2.5418,0.50588,-1.5406,-2.4465,0.10939,1.5995,-2.7899,0.39199
-1.9398,0.85722,1.6859,-1.7716,-5.5326,-0.47711,3.8032,0.17203,0.0842,1.6404,-0.035136,-3.4263,-0.01853,2.5508
1.8437,-1.8106,-0.98641,-0.019009,-5.5855,1.3482,-4.3109,1.7754,-1.2699,-1.2457,-0.1012,-3.482,1.7825,-2.4163
-1.4168,-0.95602,0.99149,-1.0717,1.2581,-0.49084,-3.8866,-1.8318,-0.79394,0.79854,-1.1208,2.3546,-1.2446,-1.1553
2.1741,-1.1688,1.4162,-1.24,-3.6791,-1.0026,-2.1783,2.4228,-1.4839,1.6282,0.040492,-3.9084,-1.1452,-3.039
0.79942,1.7906,-1.396,-1.3523,-1.3602,2.1968,-1.4092,0.60337,1.4055,-1.1671,-1.206,-0.58512,0.59846,0.079015
1.0499,-1.884,1.1382,0.14751,-5.7288,-1.4054,0.78174,0.72996,-1.0338,1.2333,0.18345,-3.4033,-1.006,1.857
-1.2563,0.22286,0.2905,-0.068723,-3.8882,-1.6312,-3.3522,-1.2894,-1.1948,-0.63101,-0.92894,0.368,1.0583,-0.040161
-1.1629,-1.3614,-1.5742,-1.8688,-6.2849,-0.37552,-1.8534,-1.9974,-1.2832,-0.41838,-0.95629,-1.7157,-0.76758,0.16152
0.1017,0.98882,-0.56593,-2.5405,-4.9913,2.1689,2.0488,0.070556,0.95328,-0.048939,-2.1235,-2.5165,2.6994,2.0709
1.1127,-0.19848,0.14102,-2.2006,-4.7501,0.099714,0.18273,0.8339,0.36484,-0.42295,-0.67936,-3.039,0.30463,0.58809
1.9291,-1.2932,-1.3046,1.6971,-0.82871,0.95731,0.74806,1.8409,-1.5422,-0.94121,1.6146,-0.64399,1.1679,1.5887
1.873,-1.1813,1.4973,0.15686,-1.2639,1.4432,-3.0349,2.2249,-1.5602,1.6143,0.36815,-1.3979,1.4815,-2.9004
1.0607,1.652,2.2875,-1.8681,-3.5104,1.5673,-2.3284,0.82049,1.9221,2.5463,-2.0173,-3.4476,1.6294,-1.8677
-1.3261,1.8362,-1.633,1.9717,-5.5928,0.79225,1.8695,-1.945,2.0459,-1.6598,1.9689,-3.9139,0.25331,2.1178
2.3222,0.9514,-0.24857,0.54856,-2.434,1.1581,2.1054,2.3452,0.54659,-0.37414,0.38163,-2.5174,1.3791,2.158
-1.7521,1.0007,-2.0242,1.5427,-4.366,1.5972,0.34309,-2.6597,0.80832,-0.032315,1.3584,-2.9855,2.6172,0.17638
2.0831,1.5083,1.0658,-1.5072,-4.4092,-1.5518,1.2509,1.8073,0.38657,0.42881,-1.1902,-1.0784,-3.406,-1.9595
0.74719,1.0966,-1.1757,2.2028,-6.3291,-0.31879,-3.6674,0.51226,1.3229,-1.0589,2.3075,-3.7298,-0.41137,-2.8947
1.519,0.58759,1.9565,-0.72626,0.29,-1.7966,-3.2154,1.435,0.47014,2.2816,-1.6878,0.33739,-1.9052,-2.869
0.90444,-2.0194,0.28103,-1.4256,-1.4715,1.3385,-4.2346,1.0514,-1.4268,-0.10053,-0.18942,-1.4201,0.45692,-1.4737
0.63932,-0.0057098,0.062115,1.733,-2.0173,0.34325,0.13865,0.58676,-0.11878,0.71424,2.1313,-2.1053,-0.058817,-0.99185
-0.3006,1.7074,-1.1052,-1.012,-6.5632,-1.9395,0.73865,-0.68619,1.1881,-1.5081,-0.84075,-2.8735,-1.3348,1.1099
-0.82433,-2.1845,-0.062747,-0.47034,-5.5433,0.23529,-3.0101,-0.3131,-2.39,-0.43133,0.011317,-0.9389,-0.673,-0.26302
0.32778,2.1965,1.2599,0.72411,-4.8023,1.96,-5.3448,0.2827,2.2253,1.3015,0.46764,-4.1398,1.6373,-3.4195
-0.695,-1.786,2.6069,-0.48472,-3.1162,-1.4385,-2.9457,-0.96155,-0.21681,2.3295,-0.00055623,-3.5751,-1.0553,-1.7995
-1.772,-1.4172,-0.94298,1.367,1.212,0.016644,-0.76517,-2.0672,-1.2428,-0.66684,1.2918,0.32788,0.92128,0.81501
-2.4201,-1.9016,2.4365,1.0885,-4.5939,-0.68606,-3.3322,-1.7144,-1.5586,2.4182,1.0149,-3.0606,-0.23808,-1.7759
-1.0489,0.045276,1.7676,-2.5466,-3.8149,0.15051,0.71097,-1.2255,-0.15678,1.788,-1.5155,-2.7998,0.070069,2.0993
-1.7218,-1.1871,0.15411,-0.51387,-2.6365,-1.5959,-4.2856,-1.8579,-1.6032,-2.1297,-0.54667,-0.36104,-2.0877,1.1439
-0.58219,-1.5722,-0.84054,0.24561,-4.3963,-1.2814,3.2537,-0.22943,-2.0519,-1.1765,-0.14446,-0.15897,-3.247,-1.0801
2.6504,1.5404,-0.50173,-1.8246,-0.86024,0.51915,-5.1948,2.9631,1.4367,-2.448,-1.2861,-1.5388,0.86863,-2.0035
0.10991,-0.68201,-1.7059,1.0364,-5.654,-1.71,1.7775,-1.002,0.42672,0.026478,1.061,-3.3168,-1.2345,0.77648
1.0747,1.8495,-0.84615,-0.82142,-0.90906,0.23023,-3.1341,1.2832,1.8603,-0.50103,-0.94821,-0.16332,-0.45082,0.72397
-0.46332,0.86322,0.70012,2.0339,-0.60776,1.9559,-0.14202,-0.20443,0.79455,0.78813,2.1717,-0.8995,1.361,1.0837
-1.0888,0.25107,0.92594,1.6126,-2.3534,0.80107,2.8331,-1.8887,0.4011,0.090721,1.5042,-2.1267,1.4347,2.0334
0.3459,0.45927,-1.7689,-1.7608,-3.3939,0.38755,-1.5842,0.34952,-0.0053264,-1.4825,-2.0982,-0.56753,0.61533,-1.1658
-1.0396,2.3092,0.18639,-1.37,-1.2678,1.8772,-3.0852,-0.49555,2.187,-0.1207,-0.8315,-1.3434,1.6935,-0.92608
1.6073,1.4847,0.73763,-0.37937,-2.804,-1.1891,0.37606,1.445,0.81296,0.38732,-0.76086,-0.85012,-2.6751,-1.5251
2.1338,1.4587,-0.76925,-1.7423,-5.2812,-1.0795,-2.5808,1.4926,0.78063,-0.64568,-1.3849,-2.9466,-0.24276,-2.41
0.25038,-0.16307,2.3128,-1.4102,-1.5953,1.4469,0.45782,-0.17494,0.15136,2.5252,-1.4094,-1.689,1.578,-0.53276
1.2747,1.4218,-0.18709,-2.7796,1.6273,0.12894,3.5413,1.4707,1.7748,-0.1682,-2.251,2.0875,0.48774,-0.18311
-1.5602,1.068,2.0806,0.63272,-4.375,-0.92089,3.3129,0.12903,0.078393,2.0894,0.19435,-5.4903,-0.87722,3.9487
2.3539,0.76642,-0.54634,0.15689,-3.3595,1.2972,-1.3716,2.5506,1.2092,-0.7716,0.080985,-3.2926,1.6549,-1.2178
1.7379,0.44964,-2.4,-1.4565,-5.7159,0.0094155,-0.98846,1.8436,-0.23591,-1.102,-1.4413,-3.6977,-0.304,-1.1127
-2.4471,-1.9202,2.1699,-1.0833,-0.061034,-1.3868,-4.8172,-1.4068,-2.2772,2.4562,-2.1105,-0.91188,-0.51847,1.5841
-1.7387,1.5817,1.6261,-1.5233,0.049654,-1.686,3.0282,-1.8544,1.584,1.6752,-1.9424,-0.25335,-1.8113,1.6682
-1.2927,-0.088048,-2.2754,-0.79188,-2.7131,1.2152,-1.061,-2.7955,0.1238,-1.0238,-0.9634,-1.4819,2.8381,0.25969
-2.2509,-1.321,0.11148,-1.8911,0.55299,-1.684,-0.24063,-1.3421,-1.7064,0.80047,-1.0906,-0.88757,-1.913,0.96254
2.6856,-1.7376,1.5825,-0.17031,-5.6666,-0.9782,4.1835,2.4594,2.0571,1.7458,1.0101,-3.9379,-1.1623,3.8048
-1.0687,1.1046,-2.0537,1.9931,-2.9962,0.81014,-1.8831,-0.45692,1.1311,-2.2778,2.0017,-2.9848,0.51976,-1.5365
-2.2559,-1.7856,1.0997,1.4671,-6.2345,-0.63352,-1.0341,-0.55559,-1.9825,0.80986,1.3045,-2.7974,-0.72725,-0.25626
-0.73477,0.057271,-0.58058,0.80719,-3.4738,2.0552,-0.32362,-0.93357,0.016367,-0.50848,0.81804,-3.8337,1.0443,1.9135
2.5224,-2.1507,1.6729,-1.4447,-2.4431,-0.7146,-2.0668,2.3107,-1.4121,1.4966,-0.77368,-2.0197,-0.55051,-2.2326
2.3647,0.84852,0.76614,-1.568,-3.2413,0.39713,-1.1501,2.1444,0.15898,0.73446,-1.6782,-2.1969,0.35174,-1.1965
0.33581,2.213,-1.3532,-0.51078,-3.5879,1.1609,-4.9069,-0.74395,2.1801,-0.88464,-0.25237,-3.0606,0.81295,-2.2721
-2.2436,1.7653,0.9311,2.1017,-5.1938,2.1493,-0.036053,-0.81259,1.5432,0.60554,1.7497,-3.4428,2.3633,0.061619
2.6373,1.0246,-0.23363,-0.75534,1.419,0.261,0.23455,2.5625,0.97386,-0.407,-0.71006,2.7846,-0.75224,-0.49628
-0.91132,-0.3302,-1.7382,0.75256,1.0512,-1.016,1.7043,-0.42507,-0.56393,-0.88556,0.67447,1.2966,-0.46528,0.77171
2.1774,1.7603,-2.2493,-2.5863,-6.5102,1.8364,3.6715,1.9282,2.8534,-1.8464,-2.1582,-2.4959,1.1483,3.1125
0.95952,1.531,1.0807,-1.3464,1.1505,-0.13844,-4.3657,1.2062,1.4662,1.34,-0.55307,1.5906,-0.57061,-2.0852
-0.8011,-0.71349,-2.2189,-0.62005,0.014752,1.6579,-4.0878,-2.1583,0.1764,-1.1231,-0.35031,1.8396,-0.95988,-1.3985
-1.4176,1.084,2.4067,-2.2791,-3.7009,1.8664,-0.87812,-0.37867,1.241,2.2527,-0.96763,-3.3529,0.89189,-0.23805
2.1259,-0.43173,1.0785,-0.82216,-4.7161,-1.8067,-5.3789,2.0183,0.70484,1.2028,0.022878,-4.7052,-1.9335,-3.0704
-0.45434,1.1205,-0.70006,-0.61416,-4.501,0.19061,3.2654,-1.1943,1.1222,-1.6029,-1.4291,-3.2455,0.54205,1.9186
-1.4397,-1.9308,-2.2053,0.21242,-2.7467,-0.94429,1.0276,-0.58052,-2.0983,-0.81745,0.013201,-2.5809,1.3177,1.7554
-1.2712,-0.74031,-2.1379,-2.4585,-0.25573,-1.2663,4.1483,-2.0789,-1.8442,-1.3617,-0.10779,-2.1165,-2.0633,-0.017574
-1.368,0.90923,0.069695,-0.31368,-2.9705,2.0349,-4.4566,-1.9256,0.67384,-0.24522,-0.38567,-2.6945,2.281,-0.82747
-1.3758,1.6269,-0.91962,-2.507,-4.2525,1.5422,-3.0821,-2.3904,1.7464,-1.9192,-2.1087,-2.7906,1.4811,-2.9492
0.052048,1.1723,2.6955,-1.6085,-4.9297,2.0611,1.6913,-0.44368,1.2164,2.295,-0.75119,-4.2884,1.5255,1.1858
-0.27327,0.69513,0.61383,1.6955,0.42601,-1.2976,-4.9057,-0.29111,0.58312,0.8041,1.8744,-0.015014,-1.2082,-2.3776
0.87131,-1.2463,0.41604,-0.78779,-5.0088,-1.7417,1.843,0.5923,-1.7416,-0.96681,-0.5608,-0.60526,-2.6839,-2.0016
-1.4744,1.7214,2.1187,-1.9254,-3.6083,0.94787,3.039,-0.96032,1.6509,2.0421,-1.6905,-4.7118,1.417,3.2451
-1.8533,1.7232,-0.43702,1.5503,-0.22917,2.0511,-4.9268,-2.5869,1.5939,-0.58857,1.3714,0.12899,1.819,-0.86741
1.5375,1.8932,-0.15109,-2.7807,-5.5242,0.85169,1.2858,1.7002,1.8787,0.058484,-1.6692,-2.073,0.011623,0.95745
1.4059,-1.8491,-0.95459,1.4423,-4.9404,0.85952,0.21778,1.5541,-1.2766,-2.4742,1.2854,-3.471,1.0874,0.3094
-0.98287,0.58917,-0.52818,-1.7056,-6.2181,1.4602,2.1042,-0.091168,0.39668,-0.29205,-1.1999,-3.5204,1.3951,2.2074
1.9748,-0.72754,-0.35015,-2.2238,-4.6296,-0.69493,1.0257,2.4351,-0.35087,-0.18797,-1.5248,-1.2869,-3.7386,-2.0437
-2.359,1.0656,-2.4421,-0.78813,-2.9397,-0.69985,3.9052,-2.7392,1.2083,-0.88849,-0.023231,-2.7822,-0.60731,1.4027
2.7478,1.0387,-2.2705,0.73342,-1.1775,0.27833,-3.3682,4.1094,2.5561,-2.2444,0.92889,-1.1788,0.020444,-0.77217
-2.3043,1.3114,-0.32339,-0.78575,-2.2176,-0.01929,-4.984,-1.505,1.1163,-0.54607,-1.6707,-2.4608,0.060475,-1.0446
2.6121,0.085717,1.1414,1.2417,-4.3214,-0.76216,-5.0284,2.7058,1.2745,1.4765,1.4555,-4.4498,-1.0191,-3.5137
2.4077,2.0134,1.9443,1.1326,-3.21,-0.7074,-0.3031,2.6037,2.377,1.8884,1.4041,-2.9798,-1.0492,-0.86838
-1.2907,-0.58583,-2.2942,-0.14678,-1.5137,-0.30603,2.4029,-1.5411,0.55235,0.61537,0.59873,-3.2396,-1.4249,0.92162
2.3229,-0.61151,1.2857,1.889,1.0353,-0.45629,-2.0337,2.2876,-1.3041,1.4693,2.1371,1.3895,-0.62906,-2.1745
-2.1518,-1.7984,-1.3726,1.2133,-2.9621,-0.79228,1.5668,-2.1354,-1.1904,0.45497,1.2588,-2.979,-0.83672,1.8807
1.3371,-1.7775,2.4925,1.9115,-6.485,-1.2642,-1.699,1.1372,-1.6682,2.2937,1.4474,-4.1387,-0.91297,-1.5265
-2.5627,0.19416,1.3256,1.4164,-2.5139,1.631,-0.26594,-1.6648,0.51652,1.128,1.332,-1.7136,1.3853,-0.57595
-0.43181,-2.2284,-2.0739,-0.35222,0.19445,1.9486,-3.9489,-1.3437,-2.5612,-0.72596,-0.14038,-1.7469,0.84652,-0.68033
0.56181,0.77072,-2.3098,0.47036,0.68072,-1.5094,3.909,1.0589,1.0608,-0.9796,0.61292,-0.22399,-1.9383,1.9632
2.0916,-2.1143,-1.4077,-1.0905,-0.35925,1.8577,0.93822,3.7066,-0.18094,-1.622,-0.65127,-1.8796,3.2753,1.3833
-0.053602,-0.45172,1.0265,1.0302,-5.3444,-0.086742,2.6664,-0.071562,-1.0193,1.0091,1.2308,-4.5795,-0.20289,3.4101
2.1742,-0.51699,-2.3956,-2.5525,-5.5054,-0.74644,-4.6482,2.1717,0.57652,-1.0648,-2.184,-4.6101,-0.97863,-2.8877
-1.2028,1.2563,-1.6437,1.5108,1.2726,-1.0561,-1.0157,-1.5989,1.2874,-0.60806,1.5803,1.303,-1.0705,-0.67867
-2.0125,0.1638,2.6031,-0.65021,-3.4498,-0.92174,-1.1013,-1.0673,-0.12174,2.5022,-0.69937,-2.9307,-0.63386,-1.8069
1.797,1.9373,2.0759,1.3301,-6.5485,-0.41446,-2.0541,1.9285,1.5842,2.2985,1.3515,-4.9186,-0.73273,-2.4248
0.94846,0.72155,1.9761,-2.199,1.5963,-1.5878,1.7452,0.99432,0.63199,2.0963,-1.1284,1.8981,-1.9832,0.76417
2.0857,-1.3002,2.3175,-0.34251,-1.5513,-0.24252,-0.37881,1.9064,-1.3956,2.3482,-2.0244,-1.4391,-0.37944,-2.1386
1.1522,-0.29139,-1.0358,-0.31238,-1.5407,1.6831,2.0855,1.3606,-0.43405,0.19209,-0.58687,-2.3347,0.97164,2.4918
-2.4932,-0.87669,-1.2717,-0.73713,1.2244,-0.12078,-0.28147,-2.5277,-0.9996,-0.29127,-0.9513,0.35832,-0.17529,-0.48562
2.564,-1.1233,-1.9556,-2.3557,-5.5363,0.66925,1.8601,2.2344,0.86463,-1.8494,-0.5069,0.31649,-4.157,-2.677
0.13136,1.4158,1.8896,-0.048454,-3.8163,0.011882,-5.2707,0.32798,1.1991,2.0007,-1.2594,-4.2532,-0.12379,-2.7749
2.5516,1.7241,1.7313,1.4507,-2.9002,-0.37848,1.8495,3.0496,2.2623,1.6698,1.2677,-2.433,-0.26384,3.1541
0.9456,0.25711,-1.376,0.14956,-1.8534,0.41945,-4.3582,1.1009,-0.031941,-0.25088,-0.053825,-1.7845,0.1221,-1.7481
0.45075,-0.0021707,1.3222,0.22579,-2.4488,1.1016,3.3994,0.33048,0.17858,1.4042,-0.42937,-1.867,1.2441,1.345
-1.2933,-0.76917,0.3408,0.94217,0.066681,1.2407,-5.2501,-1.0057,-1.1587,-0.10128,0.97391,0.15088,1.9818,-0.51301
-0.11541,-1.7677,0.58071,-0.61638,-1.4844,1.5022,3.2757,-0.58943,-0.80931,0.7102,-0.65125,-0.74629,1.2942,1.6514
-1.0612,1.2277,0.0030622,-0.64681,-5.3548,0.4474,-4.6732,-2.2105,1.0531,-0.96934,-1.7906,-2.725,1.4889,-1.2707
0.37286,-1.1533,-2.1896,-1.2874,-5.9362,-0.31391,-2.9067,0.14606,-2.3879,-2.211,-1.0684,0.40199,-2.3382,0.2857
-1.6179,-0.41204,-0.50702,-1.7108,-3.9601,1.3973,-1.8904,-0.66419,-0.70818,-0.21808,-2.3095,-2.6947,0.25665,0.52894
-0.83697,-1.5843,-1.273,-0.39041,-4.7378,1.157,-3.813,-2.0205,-0.58023,-0.42054,-0.045477,-3.3454,1.2163,-1.881
-0.68428,-1.0426,1.4353,0.35767,-4.6636,-0.49867,-0.036374,-1.1008,-0.70191,1.4307,0.64191,-3.8116,-0.75669,-0.0042003
1.2907,-0.0065695,-0.41798,-2.0107,0.51698,-0.57239,-4.077,1.3998,-0.80908,-0.14912,-2.3052,-0.21996,-0.77445,-0.64166
2.0408,-0.40942,1.2599,1.235,-6.0622,0.5512,-1.3423,2.2426,0.50856,1.0812,1.1713,-3.2109,0.86683,-2.4479
0.50879,2.2277,-1.9762,-0.64171,-2.6273,0.32458,3.7376,0.67076,2.2454,-1.626,-0.71677,-2.412,-0.059736,2.0922
0.33442,-0.44975,0.36032,-2.1812,-0.2646,1.0059,0.79974,0.28344,-0.44372,0.31638,-1.8373,-1.1828,1.6688,-0.67235
0.03196,2.0938,0.33727,0.50563,-4.0798,2.0527,3.4348,0.64706,1.8621,0.73882,0.84065,-4.079,1.5524,2.0461
-0.50583,1.9749,-0.84345,1.2446,-2.853,-1.8526,0.5011,-1.7231,1.5013,-1.1645,0.98613,-1.3196,-1.613,-0.36416
0.76434,-1.8093,2.1156,-1.6401,-5.2473,1.352,0.73938,0.80985,-1.7953,2.1438,-0.74302,-5.1779,1.6104,0.86799
-1.9609,1.6216,-0.53866,2.2514,-5.9289,1.0371,3.8602,-1.7758,1.4448,-0.066927,2.7011,0.692,-5.4244,-4.6041
-1.9057,0.13334,-0.33478,-1.3677,-6.2693,0.93685,-5.3767,-1.7654,0.17928,-0.6344,-0.49698,-1.0738,0.86056,-1.2857
0.77566,-0.61944,1.3757,1.4476,-1.1833,1.732,-3.0756,0.47192,-0.12323,1.2288,1.3393,-0.49941,2.7152,-2.3625
-2.3901,0.0017573,1.0532,2.1945,-6.1977,0.75902,-0.5453,-0.96299,-0.25347,0.83379,2.0172,-3.5079,1.9733,-0.76024
1.1596,0.4691,-0.42179,1.8003,-1.9995,-0.74931,3.3682,1.0532,0.99781,0.44275,1.8455,-0.97127,-3.8398,-1.6046
-2.5593,-0.27996,-1.3678,0.15688,-5.0693,-1.1492,-2.4884,-1.49,-0.96366,-0.61859,0.75027,-2.0795,-3.0353,0.7712
1.7449,-0.29074,-0.1933,-0.12529,-0.55803,0.78873,-0.44361,1.6735,-0.28906,-0.76875,-0.20411,1.7332,-0.48904,0.567
-0.47414,0.60553,-2.3172,1.3637,-1.2028,1.1988,-4.6423,-0.13742,0.34963,-0.5816,1.5787,-1.7198,0.93545,-1.6259
1.3282,1.6158,-1.3834,2.0209,1.0384,-0.38356,-1.3685,1.053,1.4112,-1.8518,2.2515,2.019,-1.343,-1.5352
-1.7213,1.7483,-0.61071,-1.4968,-1.4474,-0.15709,2.9998,-0.66101,1.7088,-0.97678,-1.9885,-1.591,-0.20688,2.0606
1.0715,0.80924,-0.20246,1.851,-2.7944,2.1006,-1.9915,1.0269,0.66199,0.4361,1.6708,-2.1508,2.1079,-1.9633
2.2577,-1.2176,0.48041,1.8107,-3.9325,-0.059926,3.26,2.4732,0.0086254,0.61091,1.973,-3.3499,0.29385,2.9817
1.8326,-0.84662,2.4639,-1.6228,-2.2568,0.98704,-4.711,1.8783,-0.15548,2.672,-2.0415,-2.2117,1.1072,-1.7177
-0.71526,-1.5061,2.2683,1.2197,-4.9835,0.51555,-3.4448,-0.46272,-1.1936,2.3291,1.4548,-3.7339,0.42119,-1.662
2.1096,-2.0252,0.02719,-0.80283,-3.5106,-0.40249,-3.3003,1.988,-0.41478,0.34824,-0.25772,-3.49,-0.43278,-1.9613
2.394,-0.23402,0.41561,1.0319,-1.6114,1.7817,-5.037,2.6444,0.60101,0.40759,0.95133,-0.9463,2.0356,-2.3731
1.5559,-1.0842,-1.0776,-0.0016366,-3.4488,1.8437,2.1375,1.6379,-1.6287,-0.99622,-0.12613,-2.0472,1.0307,1.8842
-2.4191,0.38172,0.05408,-1.4762,-3.1904,1.9967,-2.9788,-1.0837,0.12484,-0.23996,-0.83858,-0.91866,0.97192,-1.1267
-1.8674,-1.4256,-1.3548,1.4041,-5.8088,1.7854,1.8446,-2.3336,-1.5494,-0.33424,1.3167,-3.9807,1.1638,1.4423
2.3317,-0.76971,0.3251,0.24393,-4.8381,-1.6342,2.5336,2.2052,0.95086,0.24546,0.51723,-3.3114,-1.4687,1.7671
-2.2914,0.95123,0.94979,-2.7381,0.62439,-1.9169,-3.9979,-1.3538,0.95461,0.88961,-1.9982,0.89282,-1.3304,-1.8923
-1.9489,1.6348,1.7917,-1.3473,-6.3603,1.5904,0.098291,-1.4477,1.4926,1.8228,-0.40944,-3.6311,1.5868,-0.077462
-1.9582,1.7962,2.4046,-1.0212,-0.44348,1.3941,-1.7589,-1.3083,1.5812,1.9288,-1.0375,0.07055,1.3646,-1.4024
1.7773,1.9973,-0.28674,2.058,-3.4534,0.039475,-3.2659,2.1289,2.0733,0.48118,2.169,-4.4773,0.020164,-3.0519
-0.47205,0.57498,1.5198,1.4095,1.3452,0.086941,-0.41206,0.056728,0.45467,1.5808,1.5386,1.7277,0.060358,-1.7323
-1.7497,1.1161,2.5851,1.0809,-4.0103,-0.97302,3.0068,-1.5043,1.3846,3.0689,1.6617,-3.4966,-1.443,3.0535
1.0664,-1.4809,-0.64856,1.2508,-5.9035,2.0713,1.491,0.79436,-1.1102,-0.7158,1.2551,-2.2121,2.1676,2.1616
-0.63654,1.0577,0.91214,-2.1498,1.048,-1.5013,4.0869,-0.12322,0.92346,0.98684,-1.6245,1.7959,-1.3406,1.8539
1.3545,0.010846,2.0823,0.50704,-3.003,0.83361,4.2211,1.3969,0.32398,2.376,0.37782,-2.2542,0.48161,3.0094
0.1416,1.5766,1.3765,0.85407,-2.3466,-0.82398,-2.4435,-0.074047,2.089,1.2309,0.95036,-1.2645,-2.5294,1.9147
-0.86679,-0.66138,0.61065,-0.45688,1.6145,-1.8019,-1.3137,-0.82762,-0.84912,0.54854,-0.23027,2.0742,-1.8938,-1.816
-2.2902,0.32279,1.011,0.57744,-3.2995,0.94362,-0.45348,-1.7053,0.39675,1.2434,0.46708,-2.457,0.92825,0.013447
2.2299,0.35271,0.041837,-0.39267,-1.1526,1.4321,2.2828,2.2399,0.82497,0.22598,-0.54109,-0.91558,1.3236,1.0122
-1.4817,-0.11948,1.9662,-0.73586,-4.129,0.0389,-0.51718,-0.59715,-0.18955,2.0425,-0.7552,-3.6862,0.27391,-0.25444
-0.65285,-2.0433,1.252,0.86095,0.87539,-1.5063,-1.7369,-1.6119,-2.1089,1.4182,0.80561,0.91903,-1.8624,-1.927
-0.65133,2.0064,-1.2616,-1.1393,-6.0707,0.50673,-4.3537,-0.56518,1.7451,-0.80432,-1.1563,-3.7303,1.605,-3.1331
-1.6755,-1.3682,-1.2938,1.3685,-3.425,0.48831,3.5785,-1.2877,-0.71018,-1.8837,1.4423,-2.8841,0.61718,1.3883
2.2348,2.2469,-0.2886,-0.30992,1.4443,-0.071973,-3.6741,2.0844,2.3059,0.096144,-0.2295,0.9444,0.054906,-0.83202
1.4125,1.8546,0.89976,-0.81194,-2.5799,0.30381,3.2007,1.5499,2.0125,0.65805,-0.8023,-3.6248,1.1112,2.4062
