learning_subject_id,memory_subject_id,age,gender,,,,,,,,,,,,,
4518,4662,23.41,Female,,,,,,,,,,,,,
6217,6271,10.51,Male,,,,,,,,,,,,,
3835,4148,13.49,Female,,,,,,,,,,,,,
3770,3992,8.1,Male,,,,,,,,,,,,,
4325,4585,14.69,Male,,,,,,,,,,,,,
4284,4586,17.2,Male,,,,,,,,,,,,,
4010,4263,13.54,Male,,,,,,,,,,,,,
5627,5739,14.28,Male,,,,,,,,,,,,,
4273,4531,13.72,Female,,,,,,,,,,,,,
5592,5671,21.01,Female,,,,,,,,,,,,,
4011,4906,13.94,Female,,,,,,,,,,,,,
5175,5374,11.69,Male,,,,,,,,,,,,,
3838,5577,14.2,Female,,,,,,,,,,,,,
4000,6100,11.55,Male,,,,,,,,,,,,,
3827,5668,12.92,Female,,,,,,,,,,,,,
5878,7643,14.54,Male,,,,,,,,,,,,,
3769,3978,13.52,Male,,,,,,,,,,,,,
3768,3977,8.04,Male,,,,,,,,,,,,,
4032,5334,16.59,Male,,,,,,,,,,,,,
5626,5737,14.69,Male,,,,,,,,,,,,,
4012,6219,13.73,Female,,,,,,,,,,,,,
4084,4327,24.01,Female,,,,,,,,,,,,,
5719,5882,22.48,Female,,,,,,,,,,,,,
4281,5169,15.95,Female,,,,,,,,,,,,,
3862,4363,16.06,Female,,,,,,,,,,,,,
3883,4129,19.78,Female,,,,,,,,,,,,,
3841,4161,14.97,Female,,,,,,,,,,,,,
5190,5384,25.02,Female,,,,,,,,,,,,,
5866,5946,18.97,Female,,,,,,,,,,,,,
4050,4607,18.91,Male,,,,,,,,,,,,,
6256,6341,19.2,Female,,,,,,,,,,,,,
4052,4326,18.23,Female,,,,,,,,,,,,,
4293,4466,18.23,Female,,,,,,,,,,,,,
4022,4264,14.66,Female,,,,,,,,,,,,,
4494,5036,14.19,Male,,,,,,,,,,,,,
3886,4130,20.49,Male,,,,,,,,,,,,,
4294,4467,18.79,Female,,,,,,,,,,,,,
4288,5740,18.64,Male,,,,,,,,,,,,,
4495,4657,14.23,Male,,,,,,,,,,,,,
3878,4128,18.19,Female,,,,,,,,,,,,,
5649,5984,22.9,Female,,,,,,,,,,,,,
4072,4267,22.34,Female,,,,,,,,,,,,,
5887,5969,14.07,Male,,,,,,,,,,,,,
5884,5968,9.24,Male,,,,,,,,,,,,,
5641,5858,24.5,Female,,,,,,,,,,,,,
3848,4162,15.4,Female,,,,,,,,,,,,,
3915,4132,24.06,Female,,,,,,,,,,,,,
3998,4259,11.52,Male,,,,,,,,,,,,,
4092,4258,8.19,Male,,,,,,,,,,,,,
4300,4468,19.48,Female,,,,,,,,,,,,,
5191,5335,25.06,Female,,,,,,,,,,,,,
5431,5527,21.14,Female,,,,,,,,,,,,,
5635,5753,20.02,Female,,,,,,,,,,,,,
4855,5392,15.83,Female,,,,,,,,,,,,,
4302,5499,20.67,Male,,,,,,,,,,,,,
5183,7842,17.83,Female,,,,,,,,,,,,,
4503,4658,17.41,Female,,,,,,,,,,,,,
4506,4659,19.02,Male,,,,,,,,,,,,,
5430,5526,21.97,Female,,,,,,,,,,,,,
4508,5037,20.01,Female,,,,,,,,,,,,,
4487,5578,8.23,Male,,,,,,,,,,,,,
5433,5644,24.61,Female,,,,,,,,,,,,,
4507,4660,20.73,Male,,,,,,,,,,,,,
4857,5596,15.46,Female,,,,,,,,,,,,,
5174,8072,10.48,Male,,,,,,,,,,,,,
6055,6191,11.72,Female,,,,,,,,,,,,,
5178,5519,12.16,Female,,,,,,,,,,,,,
5723,5847,12.72,Male,,,,,,,,,,,,,
5721,5846,8.45,Female,,,,,,,,,,,,,
5848,6071,21.05,Female,,,,,,,,,,,,,
6380,6479,17.09,Female,,,,,,,,,,,,,
6416,7076,12.27,Female,,,,,,,,,,,,,
6415,7146,10.86,Female,,,,,,,,,,,,,
5813,5905,13.13,Female,,,,,,,,,,,,,
5938,5985,16.31,Female,,,,,,,,,,,,,
5811,5883,15.02,Male,,,,,,,,,,,,,
5809,5881,9.39,Male,,,,,,,,,,,,,
5759,5931,11.39,Female,,,,,,,,,,,,,
5757,5934,9.71,Female,,,,,,,,,,,,,
5810,5932,10.64,Male,,,,,,,,,,,,,
5885,5967,9.25,Female,,,,,,,,,,,,,
5889,6207,15.92,Female,,,,,,,,,,,,,
5888,5970,13.64,Female,,,,,,,,,,,,,
5977,6133,18.05,Male,,,,,,,,,,,,,
6130,6254,23.42,Male,,,,,,,,,,,,,
6131,6198,8.05,Male,,,,,,,,,,,,,
6132,6199,12.23,Female,,,,,,,,,,,,,
6135,6208,22.26,Female,,,,,,,,,,,,,
6153,6213,12.65,Female,,,,,,,,,,,,,
8071,8550,8.03,Female,,,,,,,,,,,,,
7717,7816,9.47,Female,,,,,,,,,,,,,
6407,6488,10.36,Male,,,,,,,,,,,,,
7199,7703,11.7,Female,,,,,,,,,,,,,
7197,7704,10.05,Male,,,,,,,,,,,,,
7198,7702,8.48,Female,,,,,,,,,,,,,
6294,6379,25.31,Female,,,,,,,,,,,,,
7253,7694,16.6,Female,,,,,,,,,,,,,
6281,6377,16.76,Male,,,,,,,,,,,,,
6280,6413,14.98,Female,,,,,,,,,,,,,
6293,6378,10.68,Female,,,,,,,,,,,,,
6409,7683,11.27,Female,,,,,,,,,,,,,
6275,6365,25.06,Female,,,,,,,,,,,,,
8030,8252,13.39,Female,,,,,,,,,,,,,
6460,7570,11.5,Male,,,,,,,,,,,,,
6286,6383,9.01,Female,,,,,,,,,,,,,
7252,7910,11.59,Female,,,,,,,,,,,,,
7733,7818,16.56,Female,,,,,,,,,,,,,
7805,8251,11.62,Female,,,,,,,,,,,,,
6292,6376,21.21,Female,,,,,,,,,,,,,
6295,7640,14.1,Male,,,,,,,,,,,,,
6289,6375,11.45,Male,,,,,,,,,,,,,
6285,6374,8.74,Male,,,,,,,,,,,,,
7196,7586,12.99,Male,,,,,,,,,,,,,
6411,6487,13.06,Male,,,,,,,,,,,,,
6381,6478,9.5,Male,,,,,,,,,,,,,
6461,7074,18.77,Male,,,,,,,,,,,,,
6410,7075,11.25,Female,,,,,,,,,,,,,
6417,7712,11.28,Male,,,,,,,,,,,,,
6414,6486,9.81,Female,,,,,,,,,,,,,
7647,7720,13.97,Female,,,,,,,,,,,,,
6491,7572,17.41,Male,,,,,,,,,,,,,
6490,7593,24.29,Male,,,,,,,,,,,,,
7145,7589,20.76,Male,,,,,,,,,,,,,
7148,7590,21.53,Male,,,,,,,,,,,,,
7056,7573,19.97,Male,,,,,,,,,,,,,
7731,7817,22.4,Male,,,,,,,,,,,,,
7086,7592,24.5,Male,,,,,,,,,,,,,
7077,7591,22.91,Male,,,,,,,,,,,,,
6489,7571,22.31,Male,,,,,,,,,,,,,
7147,7594,25.29,Male,,,,,,,,,,,,,
7240,7642,25.87,Male,,,,,,,,,,,,,
7579,7719,24.65,Male,,,,,,,,,,,,,
7654,7718,18.24,Male,,,,,,,,,,,,,
7083,7587,19.89,Male,,,,,,,,,,,,,
7200,7588,19.87,Male,,,,,,,,,,,,,
7653,8149,20.6,Male,,,,,,,,,,,,,
7909,8063,12.17,Female,,,,,,,,,,,,,
8404,8549,15.48,Male,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
